repository,path,role,audience,subject,owner,authority_target,review_state,disposition
agon-extender,docs/tasks/QUAL-003/debrief/P01f/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/S/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/S,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/S/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/S,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/S/evidence/allocation-evidence.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/S/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/S/evidence/p01fs-normal1-probe0-nonce.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/S/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/S/evidence/p01fs-normal2-probe1-nonce.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/S/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/W/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/W,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/W/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/W,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/W/evidence/allocation.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/W/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/W/evidence/p01fw-normal1-probe0-nonce.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/W/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/W/evidence/p01fw-normal2-probe1-nonce.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/W/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/evidence/allocation-evidence.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/evidence/p01f-normal1-probe0-nonce.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/evidence/p01f-normal3-probe0-nonce.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01f/evidence/p01f-off2-probe0-nonce.txt,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01f/evidence,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01g/HOST-CHECKS.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01g,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01g/INTERIM.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01g,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01g/PROTOCOL.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01g,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01g/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01g,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01g/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01g,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/60fps/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/60fps,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/60fps/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/60fps,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/CONTRACT.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h,agon-extender,owning task/index; dated evidence,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-extender,docs/tasks/QUAL-003/debrief/P01h/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h,agon-extender,owning task/index; dated evidence,partial,scoped claims/navigation inspected; remaining body not accepted
agon-extender,docs/tasks/QUAL-003/debrief/P01h/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/PROTOCOL.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/REPRODUCE.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/blocks/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/blocks,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/blocks/RESULTS.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/blocks,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/blocks/TABLES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/blocks,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/discussion/2026-09-17-gemini-architecture.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/discussion,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/discussion/AUDIT.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/discussion,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/discussion/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/discussion,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/image-p4/NOTES.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/image-p4,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/image-p4/README.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/image-p4,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-extender,docs/tasks/QUAL-003/debrief/P01h/codec-screen/image-p4/REPRODUCE.md,task evidence/research,human and agent,docs/tasks/QUAL-003/debrief/P01h/codec-screen/image-p4,agon-extender,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
